text,retweet,likes,target
mi fa ridere come parlate denunce false solo quando si parla violenza sulle donne e non altri tipi crimini come se vogliate giustificare tutto e tutto violentatore,0,1,1
lascia commento alfonso signorini stsu biografie biografieonline via inaccettabile violenza e aggressività basciano contro delia sennò attività no violenza sulle donne senso ha,0,0,0
favore risparmiatelo principe crudele trama bruttissima ma c è romanticizazzione della violenza sulle donne assurda,0,0,1
ma james watson non è sfigato rubò insieme al compare lavoro rosalind franklin n,1,0,2
libertà crescere l iniziativa contro violenza sulle donne viterbo riceviamo e pubblichiamo centro,0,0,2
divertente come parlate pedofilja e violenza sulle donne sto facendo assemblea tre ore questa roba,0,1,2
tutti garantisti greenwood violenza sulle donne non è questione tifo è questione civiltà,1,0,1
senza parole violenza sulle donne femminicidio,0,0,1
tutti garantisti greenwood violenza sulle donne non è questione tifo è questione civiltà manca chi sta dando addosso harrietrobson,1,4,1
violenza sulle donne trent anni persi leggi cambiano e l orrore resta,0,0,1
altrimenti andremo sempre peggiorare queste situazioni e ci diciamo siamo sempre avanti ha tutti altri stati certe situazioni siamo come uomini afgani usano violenza sulle donne né più né meno e nn voglio vivere paese,0,0,2
cosa fa ridere è demonizzano porta sfortuna e l atteggiamento bullismo nei confronti concorrente però scomodano violenza sulle donne quando semplicemente uomo si è stancato del comportamento delle donne,0,2,1
ma volete smettere intossicare dei discorsi seri strumentalizzate violenza sulle donne non scomodate piacimento o inficiate discorso e battaglie serie siete ridicoli e non sapete distinguere discussione accesa cui donna e uomo sono pari,0,2,0
sanremo emma torno consapevolezza della strada fatta yahoo notizie mi sono schierata politicamente diritti lgbt contro violenza sulle donne porti aperti ad esempio ho preso critiche insulti skzuxlb,1,0,0
barù offende donne giucas aggredisce violentemente nataly basciano aggredisce delia questi omuncoli fanno gradassi donne sono l equivalente della merda gf intervenga basta violenza sulle donne gfvip,2,8,0
ma basta strumentalizzare tema tanto serio come violenza sulle donne avete rotto cazzo violenza sulle donne è cosa discutere anche alzando voce è ben altro e donne non siamo fiorellini indifesi trattare guanti ma esseri umani capaci difenderci,0,1,1
violenza sulle donne va condannata e combattuta tutti giorni dell anno non solo novembre l atto più vile,10,0,1
ma james watson non è sfigato rubò insieme al compare lavoro rosalind franklin non è stesso sfigato ha dichiarato inferiorità dei neri causa del dna se ti appoggi alle idee razzista misogino ci credo scusi violenza sulle donne,1,24,0
no violenza sulle donne,0,1,0
è davvero frustrante leggere facilità cui mettete discussione narrazione della violenza sulle donne anche quando avete delle prove evidenti mi chiedo se sarà sufficiente informare sensibilizzare ed educare quanto mentalità prevalente è ancora questa,0,6,2
ho letto farei anch cambiare idea l anno dopo usufruito del diritto se stato volutamente minuscolo è coglione va fottuto sue stesse leggi oppure non cambierei idea primo mi minaccia è violenza sulle donne 😂,0,3,0
violenza sulle donne è problema culturale e mentalità occorre lavorare insieme uomini e donne cambiare u,2,0,2
eh ma violenza sulle donne non c è marzo tutto l anno bla bla bla mondo reale è ovviamente altra roba rispetto si vede legge sui social,0,1,1
parlate tanto violenza sulle donne ecc ti faccio esempio banale metti caso fosse rimasta incinta e avesse giustamente deciso non tenerlo e ipoteticamente glielo avesse comunicato dopo mese gravidanza merda sarebbe stato comunque gt,0,4,0
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
immagino funzioni come giornata contro violenza sulle donne giorno diciamo sono buoni e bra,2,0,2
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
commesso importante combattere tutti mezzi abbiamo violenza sulle donne importantissimo anche tutelare giustizia non diventi processi sommari e casuali laddove non esistono evidenze stati si fondano piaccia o no tutti hanno diritto,0,0,1
ogni persona ha problemi personali ma ogni si parla violenza sulle donne è dire e parlare altri problemi ovvio c è problema suicidi ma tema è altro contiamo chiamate ai numeri antiviolenza donne uccise negli ultimi mesi,0,0,1
non tollero chi compie violenza sulle donne gente come nandez juve non ci deve mettere piede,0,2,1
forza italia sostiene coraggio della liberta videconferenza dire basta violenza sulle donne intervengo,3,0,2
immagino funzioni come giornata contro violenza sulle donne giorno diciamo sono buoni e bravi si ricomincia ad ignorare educare italia nessuno ha voglia davvero,2,28,2
ah si sei quelli giustifica violenza sulle donne ho capito,0,1,1
distinguo e garantismo permeano casi violenza sulle donne non li ho visti altre occasioni però sono sempre presenti quando molestatore è bianco e o ricco,0,0,1
sacchetti del pane della cpo contro violenza sulle donne day italia news,0,0,1
educazione e pari opportunità contro ogni forma violenza sulle donne battaglia deve vederci tutti uniti,61,0,1
basta femminicidi cisl contro ogni forma violenza sulle donne novembre giornatacontrolaviolenzasu,3,0,0
violenza sulle donne cui vengono appuoppati soliti stereotipi genere,0,0,1
violenza sulle donne sempre,0,0,1
dover fare lavoro gruppo sulla violenza sulle donne solo maschi is one of the worst thing ever,0,1,1
se gag televisiva stilezelig si dà schiaffo calcio ai testicoli ad uomo tutti ridere è satira è divertente pr,3,0,2
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
uruguay migliaia persone protestano contro violenza sulle donne sks e sport certi uomini bast,0,0,1
sempre bene ricordare violenza sulle donne è fenomeno trasversale sia sul piano sociale sul piano generazionale scuotere profondità tante aspettative e convinzioni sgg,0,0,2
ma leggo cose allucinanti giucas poco non menava nathalie questa è violenza sulle donne lucrezia voleva mandar via dalla camera perchè fa paura scommetto siete stessi dicono soleil porta sfiga vi dovete far curare gfvip,0,5,1
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
ieri sera ha fatto più schifo è stato signorini non prendere posizione giucas grandi parolone sempr,1,0,2
ieri sera ha fatto più schifo è stato signorini non prendere posizione giucas grandi parolone sempre contro violenza sulle donne capisci caro alfonso violenza verbale è l anticamera della violenza fisica tutti strati sociali gfvip,1,12,2
dà stessi vibes degli uomini mettono mezzo agli abusi si parla violenza sulle donne,0,1,1
avete strumentalizzato razzismo contro soleil ma non vi permetto nel più assoluto dei modi strumentalizzare,1,0,1
avete strumentalizzato razzismo contro soleil ma non vi permetto nel più assoluto dei modi strumentalizzare violenza sulle donne avete rotto coglioni gfvip,1,12,0
indignata come è stata trattata nataly parliamo violenza sulle donne come si permette urlargli faccia quel modo e tutti consolare pazzesco se non riesce ad affrontare confronto vada casa gfvip,2,13,1
violenza sulle donne è problema culturale e mentalità occorre lavorare insieme uomini e donne cambiare u,2,0,2
tutte donne stop violenza contro donne turchia è uscita dalla convenzione istanbul del condanna violenza sulle donne motivazione convenzione minacciava l unità familiare incredibile keremb rsin handeerçel edser sen alkap m,0,6,0
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
tutte donne stop violenza contro donne turchia è uscita dalla convenzione istanbul del condanna violenza sulle donne motivazione convenzione minacciava l unità familiare keremb rsin handeerçel edser sen alkap m,2,6,0
continua violenza sulle donne ieri sono state trombate due poche ore,0,3,1
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
non si presentó praticamente nessuno quando bonetti parlò parlamento della violenza sulle donne e vogliono presidente donna complimenti,0,1,1
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della gue,27,0,1
non sarei presidente tutti non sarei presidente ladri e corrotti non sarei presidente della guerra e dei licenziamenti della violenza sui poveri della violenza sulle donne sui minori,27,162,1
paesi più felici del mondo sembrano essere anche quelli c è più violenza sulle donne,0,0,2
italiani amp italiane presidente della repubblica italiana deve essere donna sarebbe segnale paese italia paese donna non afganistata e forte richiamo fermare violenza sulle donne senza donne non esiste famiglia presidente repubblica donna,0,0,1
inaccettabile signorini abbia permesso uomo urlasse faccia ad donna interi minuti senza interromperlo messaggio è passato violenza sulle donne viene normalizzata questi messaggi gfvip giucas nathy s,0,1,1
l opera parole parole parole realizzata elena mazzi combattere discriminazioni e violenza sulle donne conti,2,0,1
violenza sulle donne non ha confini e spesso ha chiavi casa stop violence on women,533,0,1
stop violenza sulle donne foto profilo bavaglio quasi quasi può indossare burqa integrale e si può immortalare foto profilo immemorabile come disaggio mentale tutti quelli hanno foto profilo mascherina,0,0,1
tanti proclama contro violenza sulle donne e sbraita minuti e carezza fine,2,0,1
sto già vedendo persone mettere mezzo violenza sulle donne questa crisi nervi giucas dopo nathaly l ha,4,0,0
tanti proclama contro violenza sulle donne e sbraita minuti e carezza fine,2,0,1
leggo violenza sulle donne fatta giucass ma brocca si può perdere se ti danno del falso ma siete nati e cresciuti tt nel mulino bianco violenza è altra cosa e seria gfvip,0,4,1
comunque stasera puntata dir poco indecente basata prevalentemente sulla propaganda froci lesbiche e bisessuali e sulla violenza sulle donne giucas aggredisce verbalmente nataly puntata disgustosa gfvip,0,2,1
no violenza sulle donne,0,2,0
infatti non capisco si fa passare tutto anche violenza sulle donne,0,0,1
crea contenuti caricali vidoser e coinvolgi tua community ecco video realizzato giovanni papocchio occasi,1,0,1
soprattutto vi rendete conto cosa avete applaudito e lasciato passare risparmiateci foto instagram col rossetto ecc giorno della violenza sulle donne quando giustificate solo l et certe cose gfvip,0,1,1
roba dittatura sudamericana ha ragione dott ssa prossimo parla denunciare violenza sulle donne e mena,1,0,1
vergognoso giucas e anche signorini consola richiamarlo e parlano violenza sulle donne alfonso vergogna,0,0,0
sto già vedendo persone mettere mezzo violenza sulle donne questa crisi nervi giucas dopo nathaly l ha,4,0,0
tanti proclama contro violenza sulle donne e sbraita minuti e carezza fine,2,12,1
sto già vedendo persone mettere mezzo violenza sulle donne questa crisi nervi giucas dopo nathaly l ha pungolato e perculato accanendosi nomination anziano anni l altro difendete ha detto peggio merdate omofobe gfvip,4,38,0
gfvip alfonso signorini dovresti far chiedere scusa nataly giucas stato pessimo esempio sulla violenza sulle donne qualsiasi essa sia,1,4,1
commenti giucas sul fatto della violenza sulle donne gfvip,0,3,1
signorini sei coglione violenza sulle donne nn esiste esiste solo sugli anziani dovrebbero stare casa,0,1,0
rispetto donne vergogna jucas casella scene violenza sulle donne intollerabili fuori dalla casa gfvip,0,10,0
violenza sulle donne è problema culturale e mentalità occorre lavorare insieme uomini e donne cambiare mentalità ancora troppo maschilista e patriarcale matildederrico sji,2,5,2
com è storia della violenza sulle donne,0,0,1
oggi ho assistito scena bruttissima e mi continuo chiedere violenza sulle donne esiste ancora no violenza sulle donne,0,0,0
esattamente prossimo dice qualcosa sulla violenza sulle donne e sul fatto si debba denunciare facciamo vedere video paese merda,0,0,0
l opera parole parole parole realizzata elena mazzi combattere discriminazioni e violenza sulle donne continua contaminare città oggi è anche al palazzo dei e al liceo chierici swdjaw,2,4,1
guarda se dovessero essercene non importa si poteva dire maniera diversa oggi c è troppa violenza sulle donne anche carattere verbale ciao,0,2,1
crea contenuti caricali vidoser e coinvolgi tua community ecco video realizzato giovanni papocchio occasione della campagna acquaesaponeforcharity contro violenza sulle donne,1,2,1
ma può psicologa lavora nel campo della violenza genere dire violenza è e non piace fare,4,0,2
roba dittatura sudamericana ha ragione dott ssa prossimo parla denunciare violenza sulle donne e menate varie va mandato cagare direttissima altra buona giornata nel draghistan suva,1,5,2
violenza verbale altroché si mettono scarpe rosse contro violenza sulle donne anche questa è forma violenza,0,2,1
marta non mettermi parole bocca non ho detto ovviamente sono contro ogni forma violenza anche virtuale sulle donne si sta perdendo senso del tweet stiamo andando altra parte,0,2,0
tizio precedenti polizia si arrampica grondaia raggiungere balcone della sua ex chissà quali intenzioni e corriere anziché parlare stalker scrive si arrampica amore giornalisti avete rotto siete complici della violenza sulle donne,0,5,1
gennaio bambini sottratti anteprima della puntata crimini invisibili onda marted febbraio sdbtw save the date campagna contro violenza maschile sulle donne e violenza domestica crimininvisibili novembre donnexdiritti,0,2,0
comune chiavari completate zone relax lungo fiume entella tavoli picnic e panchine rosse no violenza sulle donne ansa,0,0,0
se gag televisiva stilezelig si dà schiaffo calcio ai testicoli ad uomo tutti ridere è satira è divertente pr,3,0,2
mi ha fatto ricordare cliente del salone no vax pazza disse trovava ingiusta gente denunciava violenza sulle donne e non sui no vax,0,3,1
ma può psicologa lavora nel campo della violenza genere dire violenza è e non piace fare,4,0,2
donne non si toccano neanche fiore è vecchio proverbio popolare nostre nonne ci dicevano spesso t,51,0,0
